Race,Driver,Team,GridPosition,Position,Lap,TyreBefore,TyreAfter,PitDuration
United States Grand Prix,VER,Red Bull Racing,2.0,3,25.0,MEDIUM,HARD,24.392
United States Grand Prix,NOR,McLaren,1.0,4,31.0,MEDIUM,HARD,23.805
United States Grand Prix,PIA,McLaren,5.0,5,32.0,MEDIUM,HARD,24.194
United States Grand Prix,RUS,Mercedes,20.0,6,40.0,HARD,MEDIUM,29.4
United States Grand Prix,PER,Red Bull Racing,9.0,7,26.0,MEDIUM,HARD,23.617
United States Grand Prix,HUL,Haas F1 Team,11.0,8,27.0,MEDIUM,HARD,24.218
United States Grand Prix,LAW,RB,19.0,9,36.0,HARD,MEDIUM,23.977
United States Grand Prix,COL,Williams,15.0,10,39.0,HARD,MEDIUM,24.024
United States Grand Prix,MAG,Haas F1 Team,8.0,11,17.0,MEDIUM,HARD,24.034
United States Grand Prix,MAG,Haas F1 Team,8.0,11,38.0,HARD,MEDIUM,24.01
United States Grand Prix,GAS,Alpine,6.0,12,18.0,MEDIUM,HARD,28.191
United States Grand Prix,ALO,Aston Martin,7.0,13,26.0,MEDIUM,HARD,24.327
United States Grand Prix,TSU,RB,10.0,14,18.0,MEDIUM,HARD,24.39
United States Grand Prix,STR,Aston Martin,13.0,15,27.0,HARD,MEDIUM,26.493
United States Grand Prix,ALB,Williams,14.0,16,3.0,MEDIUM,MEDIUM,34.92
United States Grand Prix,ALB,Williams,14.0,16,33.0,MEDIUM,HARD,24.373
United States Grand Prix,BOT,Kick Sauber,16.0,17,15.0,MEDIUM,HARD,24.462
United States Grand Prix,OCO,Alpine,12.0,18,31.0,MEDIUM,HARD,24.078
United States Grand Prix,OCO,Alpine,12.0,18,51.0,HARD,SOFT,26.188
United States Grand Prix,ZHO,Kick Sauber,18.0,19,13.0,MEDIUM,MEDIUM,24.398
United States Grand Prix,ZHO,Kick Sauber,18.0,19,35.0,MEDIUM,HARD,24.911
Mexico City Grand Prix,SAI,Ferrari,1.0,1,32.0,MEDIUM,HARD,22.249
Mexico City Grand Prix,NOR,McLaren,3.0,2,30.0,MEDIUM,HARD,22.088
Mexico City Grand Prix,LEC,Ferrari,4.0,3,31.0,MEDIUM,HARD,22.818
Mexico City Grand Prix,LEC,Ferrari,4.0,3,69.0,HARD,SOFT,22.827
Mexico City Grand Prix,HAM,Mercedes,6.0,4,28.0,MEDIUM,HARD,22.492
Mexico City Grand Prix,RUS,Mercedes,5.0,5,31.0,MEDIUM,HARD,22.606
Mexico City Grand Prix,VER,Red Bull Racing,2.0,6,26.0,MEDIUM,HARD,43.744
Mexico City Grand Prix,MAG,Haas F1 Team,7.0,7,30.0,MEDIUM,HARD,23.478
Mexico City Grand Prix,PIA,McLaren,17.0,8,39.0,MEDIUM,HARD,21.789
Mexico City Grand Prix,HUL,Haas F1 Team,10.0,9,29.0,MEDIUM,HARD,23.15
Mexico City Grand Prix,GAS,Alpine,8.0,10,28.0,MEDIUM,HARD,23.278
Mexico City Grand Prix,STR,Aston Martin,14.0,11,26.0,MEDIUM,HARD,22.556
Mexico City Grand Prix,COL,Williams,16.0,12,47.0,HARD,MEDIUM,23.949
Mexico City Grand Prix,OCO,Alpine,0.0,13,48.0,HARD,MEDIUM,23.223
Mexico City Grand Prix,BOT,Kick Sauber,15.0,14,49.0,HARD,MEDIUM,22.596
Mexico City Grand Prix,ZHO,Kick Sauber,19.0,15,43.0,HARD,MEDIUM,22.933
Mexico City Grand Prix,LAW,RB,12.0,16,39.0,HARD,MEDIUM,22.443
Mexico City Grand Prix,LAW,RB,12.0,16,65.0,MEDIUM,SOFT,30.2
Mexico City Grand Prix,PER,Red Bull Racing,18.0,17,20.0,HARD,MEDIUM,27.648
Mexico City Grand Prix,PER,Red Bull Racing,18.0,17,43.0,MEDIUM,MEDIUM,22.107
Mexico City Grand Prix,PER,Red Bull Racing,18.0,17,68.0,MEDIUM,SOFT,21.908
São Paulo Grand Prix,VER,Red Bull Racing,17.0,1,32.0,INTERMEDIATE,INTERMEDIATE,1409.224
São Paulo Grand Prix,OCO,Alpine,4.0,2,32.0,INTERMEDIATE,INTERMEDIATE,1408.728
São Paulo Grand Prix,GAS,Alpine,13.0,3,32.0,INTERMEDIATE,INTERMEDIATE,1407.544
São Paulo Grand Prix,RUS,Mercedes,2.0,4,28.0,INTERMEDIATE,INTERMEDIATE,25.57
São Paulo Grand Prix,RUS,Mercedes,2.0,4,32.0,INTERMEDIATE,INTERMEDIATE,1415.867
São Paulo Grand Prix,LEC,Ferrari,6.0,5,24.0,INTERMEDIATE,INTERMEDIATE,24.6
São Paulo Grand Prix,LEC,Ferrari,6.0,5,32.0,INTERMEDIATE,INTERMEDIATE,1420.292
São Paulo Grand Prix,NOR,McLaren,1.0,6,28.0,INTERMEDIATE,INTERMEDIATE,24.816
São Paulo Grand Prix,NOR,McLaren,1.0,6,32.0,INTERMEDIATE,INTERMEDIATE,1415.364
São Paulo Grand Prix,TSU,RB,3.0,7,28.0,INTERMEDIATE,WET,25.653
São Paulo Grand Prix,TSU,RB,3.0,7,32.0,WET,INTERMEDIATE,1419.015
São Paulo Grand Prix,PIA,McLaren,8.0,8,27.0,INTERMEDIATE,INTERMEDIATE,25.976
São Paulo Grand Prix,PIA,McLaren,8.0,8,32.0,INTERMEDIATE,INTERMEDIATE,1420.139
São Paulo Grand Prix,LAW,RB,5.0,9,28.0,INTERMEDIATE,WET,28.24
São Paulo Grand Prix,LAW,RB,5.0,9,32.0,WET,INTERMEDIATE,1422.64
São Paulo Grand Prix,HAM,Mercedes,14.0,10,27.0,INTERMEDIATE,INTERMEDIATE,25.254
São Paulo Grand Prix,HAM,Mercedes,14.0,10,32.0,INTERMEDIATE,INTERMEDIATE,1425.721
São Paulo Grand Prix,PER,Red Bull Racing,12.0,11,27.0,INTERMEDIATE,WET,26.596
São Paulo Grand Prix,PER,Red Bull Racing,12.0,11,32.0,WET,INTERMEDIATE,1425.246
São Paulo Grand Prix,BEA,Haas F1 Team,15.0,12,27.0,INTERMEDIATE,INTERMEDIATE,35.907
São Paulo Grand Prix,BEA,Haas F1 Team,15.0,12,32.0,INTERMEDIATE,INTERMEDIATE,1424.776
São Paulo Grand Prix,BOT,Kick Sauber,11.0,13,32.0,INTERMEDIATE,INTERMEDIATE,1422.111
São Paulo Grand Prix,ALO,Aston Martin,9.0,14,27.0,INTERMEDIATE,INTERMEDIATE,25.13
São Paulo Grand Prix,ALO,Aston Martin,9.0,14,32.0,INTERMEDIATE,INTERMEDIATE,1422.914
São Paulo Grand Prix,ZHO,Kick Sauber,19.0,15,27.0,INTERMEDIATE,INTERMEDIATE,25.414
São Paulo Grand Prix,ZHO,Kick Sauber,19.0,15,28.0,INTERMEDIATE,WET,27.163
São Paulo Grand Prix,ZHO,Kick Sauber,19.0,15,31.0,WET,INTERMEDIATE,1283.04
São Paulo Grand Prix,ZHO,Kick Sauber,19.0,15,32.0,INTERMEDIATE,INTERMEDIATE,68.616
São Paulo Grand Prix,SAI,Ferrari,0.0,R,27.0,INTERMEDIATE,INTERMEDIATE,26.088
São Paulo Grand Prix,SAI,Ferrari,0.0,R,32.0,INTERMEDIATE,INTERMEDIATE,1424.621
São Paulo Grand Prix,COL,Williams,16.0,R,26.0,INTERMEDIATE,INTERMEDIATE,25.294
São Paulo Grand Prix,HUL,Haas F1 Team,17.0,D,25.0,INTERMEDIATE,INTERMEDIATE,25.515
São Paulo Grand Prix,HUL,Haas F1 Team,17.0,D,27.0,INTERMEDIATE,WET,59.099
São Paulo Grand Prix,HUL,Haas F1 Team,17.0,D,29.0,WET,INTERMEDIATE,28.73
Las Vegas Grand Prix,RUS,Mercedes,1.0,1,12.0,MEDIUM,HARD,20.979
Las Vegas Grand Prix,RUS,Mercedes,1.0,1,32.0,HARD,HARD,21.007
Las Vegas Grand Prix,HAM,Mercedes,10.0,2,13.0,MEDIUM,HARD,21.031
Las Vegas Grand Prix,HAM,Mercedes,10.0,2,27.0,HARD,HARD,21.411
Las Vegas Grand Prix,SAI,Ferrari,2.0,3,10.0,MEDIUM,HARD,21.116
Las Vegas Grand Prix,SAI,Ferrari,2.0,3,28.0,HARD,HARD,20.841
Las Vegas Grand Prix,LEC,Ferrari,4.0,4,9.0,MEDIUM,HARD,21.274
Las Vegas Grand Prix,LEC,Ferrari,4.0,4,31.0,HARD,HARD,21.612
Las Vegas Grand Prix,VER,Red Bull Racing,5.0,5,11.0,MEDIUM,HARD,20.77
Las Vegas Grand Prix,VER,Red Bull Racing,5.0,5,27.0,HARD,HARD,22.289
Las Vegas Grand Prix,NOR,McLaren,6.0,6,9.0,MEDIUM,HARD,21.088
Las Vegas Grand Prix,NOR,McLaren,6.0,6,30.0,HARD,HARD,20.662
Las Vegas Grand Prix,NOR,McLaren,6.0,6,48.0,HARD,SOFT,21.213
Las Vegas Grand Prix,PIA,McLaren,8.0,7,10.0,MEDIUM,HARD,27.791
Las Vegas Grand Prix,PIA,McLaren,8.0,7,25.0,HARD,HARD,21.184
Las Vegas Grand Prix,HUL,Haas F1 Team,9.0,8,14.0,MEDIUM,HARD,21.555
Las Vegas Grand Prix,HUL,Haas F1 Team,9.0,8,33.0,HARD,HARD,21.623
Las Vegas Grand Prix,TSU,RB,7.0,9,10.0,MEDIUM,HARD,21.289
Las Vegas Grand Prix,TSU,RB,7.0,9,29.0,HARD,HARD,21.208
Las Vegas Grand Prix,PER,Red Bull Racing,15.0,10,17.0,HARD,MEDIUM,21.42
Las Vegas Grand Prix,PER,Red Bull Racing,15.0,10,32.0,MEDIUM,HARD,21.209
Las Vegas Grand Prix,ALO,Aston Martin,16.0,11,4.0,SOFT,HARD,21.321
Las Vegas Grand Prix,ALO,Aston Martin,16.0,11,24.0,HARD,HARD,21.504
Las Vegas Grand Prix,MAG,Haas F1 Team,12.0,12,17.0,MEDIUM,HARD,21.967
Las Vegas Grand Prix,ZHO,Kick Sauber,13.0,13,11.0,MEDIUM,HARD,22.978
Las Vegas Grand Prix,ZHO,Kick Sauber,13.0,13,34.0,HARD,HARD,21.7
Las Vegas Grand Prix,COL,Williams,0.0,14,16.0,HARD,MEDIUM,21.141
Las Vegas Grand Prix,COL,Williams,0.0,14,26.0,MEDIUM,HARD,21.247
Las Vegas Grand Prix,STR,Aston Martin,18.0,15,9.0,MEDIUM,HARD,34.785
Las Vegas Grand Prix,STR,Aston Martin,18.0,15,28.0,HARD,HARD,21.609
Las Vegas Grand Prix,LAW,RB,14.0,16,11.0,MEDIUM,HARD,21.241
Las Vegas Grand Prix,LAW,RB,14.0,16,38.0,HARD,HARD,20.625
Las Vegas Grand Prix,OCO,Alpine,11.0,17,11.0,MEDIUM,MEDIUM,15.747
Las Vegas Grand Prix,OCO,Alpine,11.0,17,12.0,MEDIUM,HARD,21.074
Las Vegas Grand Prix,OCO,Alpine,11.0,17,45.0,HARD,SOFT,21.922
Las Vegas Grand Prix,BOT,Kick Sauber,19.0,18,17.0,HARD,MEDIUM,21.328
Las Vegas Grand Prix,BOT,Kick Sauber,19.0,18,35.0,MEDIUM,HARD,22.789
Las Vegas Grand Prix,ALB,Williams,17.0,R,9.0,MEDIUM,HARD,22.092
Las Vegas Grand Prix,GAS,Alpine,3.0,R,10.0,MEDIUM,HARD,22.457
Qatar Grand Prix,VER,Red Bull Racing,2.0,1,35.0,MEDIUM,HARD,28.317
Qatar Grand Prix,VER,Red Bull Racing,2.0,1,36.0,HARD,HARD,23.946
Qatar Grand Prix,VER,Red Bull Racing,2.0,1,37.0,HARD,HARD,22.853
Qatar Grand Prix,LEC,Ferrari,5.0,2,35.0,MEDIUM,HARD,28.431
Qatar Grand Prix,LEC,Ferrari,5.0,2,36.0,HARD,HARD,25.662
Qatar Grand Prix,LEC,Ferrari,5.0,2,37.0,HARD,HARD,29.286
Qatar Grand Prix,PIA,McLaren,4.0,3,34.0,MEDIUM,HARD,27.673
Qatar Grand Prix,PIA,McLaren,4.0,3,36.0,HARD,HARD,22.887
Qatar Grand Prix,PIA,McLaren,4.0,3,37.0,HARD,HARD,29.222
Qatar Grand Prix,RUS,Mercedes,1.0,4,23.0,MEDIUM,HARD,32.301
Qatar Grand Prix,RUS,Mercedes,1.0,4,35.0,HARD,HARD,27.797
Qatar Grand Prix,RUS,Mercedes,1.0,4,36.0,HARD,HARD,22.725
Qatar Grand Prix,RUS,Mercedes,1.0,4,37.0,HARD,HARD,34.082
Qatar Grand Prix,GAS,Alpine,11.0,5,35.0,MEDIUM,HARD,28.838
Qatar Grand Prix,GAS,Alpine,11.0,5,36.0,HARD,HARD,22.668
Qatar Grand Prix,GAS,Alpine,11.0,5,37.0,HARD,HARD,30.538
Qatar Grand Prix,SAI,Ferrari,7.0,6,34.0,MEDIUM,HARD,36.129
Qatar Grand Prix,SAI,Ferrari,7.0,6,36.0,HARD,HARD,22.658
Qatar Grand Prix,SAI,Ferrari,7.0,6,37.0,HARD,HARD,34.312
Qatar Grand Prix,ALO,Aston Martin,8.0,7,35.0,MEDIUM,HARD,28.754
Qatar Grand Prix,ALO,Aston Martin,8.0,7,36.0,HARD,MEDIUM,28.539
Qatar Grand Prix,ALO,Aston Martin,8.0,7,37.0,MEDIUM,MEDIUM,32.661
Qatar Grand Prix,ZHO,Kick Sauber,12.0,8,35.0,MEDIUM,HARD,29.774
Qatar Grand Prix,ZHO,Kick Sauber,12.0,8,36.0,HARD,HARD,23.277
Qatar Grand Prix,ZHO,Kick Sauber,12.0,8,37.0,HARD,HARD,34.82
Qatar Grand Prix,MAG,Haas F1 Team,10.0,9,27.0,MEDIUM,HARD,28.596
Qatar Grand Prix,MAG,Haas F1 Team,10.0,9,36.0,HARD,HARD,22.808
Qatar Grand Prix,MAG,Haas F1 Team,10.0,9,37.0,HARD,HARD,33.348
Qatar Grand Prix,NOR,McLaren,3.0,10,35.0,MEDIUM,HARD,28.067
Qatar Grand Prix,NOR,McLaren,3.0,10,36.0,HARD,HARD,25.581
Qatar Grand Prix,NOR,McLaren,3.0,10,37.0,HARD,HARD,28.854
Qatar Grand Prix,NOR,McLaren,3.0,10,45.0,HARD,HARD,36.023
Qatar Grand Prix,BOT,Kick Sauber,13.0,11,24.0,MEDIUM,HARD,28.96
Qatar Grand Prix,BOT,Kick Sauber,13.0,11,35.0,HARD,MEDIUM,28.913
Qatar Grand Prix,BOT,Kick Sauber,13.0,11,36.0,MEDIUM,MEDIUM,28.179
Qatar Grand Prix,HAM,Mercedes,6.0,12,34.0,MEDIUM,HARD,37.996
Qatar Grand Prix,HAM,Mercedes,6.0,12,35.0,HARD,HARD,23.629
Qatar Grand Prix,HAM,Mercedes,6.0,12,36.0,HARD,HARD,26.863
Qatar Grand Prix,HAM,Mercedes,6.0,12,47.0,HARD,HARD,22.735
Qatar Grand Prix,TSU,RB,14.0,13,35.0,MEDIUM,HARD,28.906
Qatar Grand Prix,TSU,RB,14.0,13,36.0,HARD,HARD,22.821
Qatar Grand Prix,TSU,RB,14.0,13,37.0,HARD,HARD,35.897
Qatar Grand Prix,TSU,RB,14.0,13,40.0,HARD,SOFT,29.188
Qatar Grand Prix,LAW,RB,17.0,14,35.0,MEDIUM,HARD,45.045
Qatar Grand Prix,LAW,RB,17.0,14,36.0,HARD,HARD,22.765
Qatar Grand Prix,LAW,RB,17.0,14,37.0,HARD,HARD,26.797
Qatar Grand Prix,LAW,RB,17.0,14,40.0,HARD,SOFT,34.713
Qatar Grand Prix,ALB,Williams,16.0,15,35.0,MEDIUM,SOFT,29.272
Qatar Grand Prix,ALB,Williams,16.0,15,36.0,SOFT,SOFT,22.633
Qatar Grand Prix,ALB,Williams,16.0,15,37.0,SOFT,SOFT,36.522
Qatar Grand Prix,ALB,Williams,16.0,15,55.0,SOFT,SOFT,39.621
Qatar Grand Prix,HUL,Haas F1 Team,18.0,R,1.0,HARD,HARD,32.992
Qatar Grand Prix,HUL,Haas F1 Team,18.0,R,31.0,HARD,MEDIUM,28.342
Qatar Grand Prix,HUL,Haas F1 Team,18.0,R,36.0,MEDIUM,MEDIUM,23.755
Qatar Grand Prix,HUL,Haas F1 Team,18.0,R,37.0,MEDIUM,MEDIUM,37.717
Qatar Grand Prix,PER,Red Bull Racing,9.0,R,35.0,MEDIUM,HARD,28.035
Qatar Grand Prix,PER,Red Bull Racing,9.0,R,36.0,HARD,HARD,22.806
Qatar Grand Prix,PER,Red Bull Racing,9.0,R,37.0,HARD,HARD,29.447
Qatar Grand Prix,STR,Aston Martin,15.0,R,1.0,MEDIUM,HARD,29.876
Qatar Grand Prix,STR,Aston Martin,15.0,R,7.0,HARD,HARD,42.02
Abu Dhabi Grand Prix,NOR,McLaren,1.0,1,26.0,MEDIUM,HARD,21.406
Abu Dhabi Grand Prix,SAI,Ferrari,3.0,2,25.0,MEDIUM,HARD,21.393
Abu Dhabi Grand Prix,LEC,Ferrari,19.0,3,20.0,MEDIUM,HARD,21.933
Abu Dhabi Grand Prix,HAM,Mercedes,16.0,4,34.0,HARD,MEDIUM,21.693
Abu Dhabi Grand Prix,RUS,Mercedes,6.0,5,26.0,MEDIUM,HARD,21.389
Abu Dhabi Grand Prix,VER,Red Bull Racing,4.0,6,29.0,MEDIUM,HARD,32.739
Abu Dhabi Grand Prix,GAS,Alpine,5.0,7,14.0,MEDIUM,HARD,21.987
Abu Dhabi Grand Prix,HUL,Haas F1 Team,7.0,8,13.0,MEDIUM,HARD,21.575
Abu Dhabi Grand Prix,ALO,Aston Martin,8.0,9,13.0,MEDIUM,HARD,23.747
Abu Dhabi Grand Prix,ALO,Aston Martin,8.0,9,37.0,HARD,HARD,22.35
Abu Dhabi Grand Prix,PIA,McLaren,2.0,10,4.0,MEDIUM,HARD,23.581
Abu Dhabi Grand Prix,PIA,McLaren,2.0,10,32.0,HARD,HARD,32.798
Abu Dhabi Grand Prix,ALB,Williams,18.0,11,12.0,MEDIUM,HARD,22.054
Abu Dhabi Grand Prix,TSU,RB,11.0,12,22.0,MEDIUM,HARD,21.809
Abu Dhabi Grand Prix,ZHO,Kick Sauber,15.0,13,12.0,MEDIUM,HARD,22.978
Abu Dhabi Grand Prix,ZHO,Kick Sauber,15.0,13,39.0,HARD,HARD,28.854
Abu Dhabi Grand Prix,STR,Aston Martin,13.0,14,11.0,MEDIUM,HARD,23.265
Abu Dhabi Grand Prix,STR,Aston Martin,13.0,14,32.0,HARD,HARD,22.01
Abu Dhabi Grand Prix,DOO,Alpine,17.0,15,22.0,MEDIUM,HARD,22.066
Abu Dhabi Grand Prix,MAG,Haas F1 Team,14.0,16,12.0,MEDIUM,HARD,26.412
Abu Dhabi Grand Prix,MAG,Haas F1 Team,14.0,16,29.0,HARD,HARD,21.64
Abu Dhabi Grand Prix,MAG,Haas F1 Team,14.0,16,30.0,HARD,SOFT,22.732
Abu Dhabi Grand Prix,MAG,Haas F1 Team,14.0,16,55.0,SOFT,SOFT,22.032
Abu Dhabi Grand Prix,LAW,RB,12.0,17,23.0,MEDIUM,HARD,23.456
Abu Dhabi Grand Prix,LAW,RB,12.0,17,24.0,HARD,HARD,22.486
Abu Dhabi Grand Prix,LAW,RB,12.0,17,29.0,HARD,HARD,32.26
Abu Dhabi Grand Prix,BOT,Kick Sauber,9.0,R,6.0,MEDIUM,HARD,41.098
Abu Dhabi Grand Prix,COL,Williams,20.0,R,3.0,MEDIUM,HARD,24.952
